segment,E,N,U
map,-161.82767301797867,68.96817399887368,-2.874796748161316
map,-162.05574613809586,69.21809007553384,-2.8725861310958862
map,-162.2955532670021,69.45417405990884,-2.867759108543396
map,-162.54477506875992,69.67676927475259,-2.8593181371688843
map,-162.80429655313492,69.88319780258462,-2.851089835166931
map,-163.07266813516617,70.0745277586393,-2.847626566886902
map,-163.34854704141617,70.25339891342446,-2.846545100212097
map,-163.63277250528336,70.41862108139321,-2.849054217338562
map,-163.9254818558693,70.56937791733071,-2.8490923643112183
map,-164.22543913125992,70.70493699936196,-2.8458951711654663
map,-164.53291898965836,70.82403184799477,-2.841898798942566
map,-164.84827238321304,70.92446519760415,-2.83979594707489
map,-165.1706753373146,71.00703050522134,-2.839605212211609
map,-165.49796110391617,71.07603074936196,-2.839415431022644
map,-165.83019071817398,71.12763597397134,-2.840220332145691
map,-166.16576200723648,71.16224290756509,-2.834952235221863
map,-166.50484281778336,71.18194200424477,-2.831299662590027
map,-166.84602934122086,71.17980577377602,-2.82980477809906
map,-167.18750578165054,71.16099168686196,-2.830314517021179
map,-167.52843290567398,71.12512590317056,-2.8266314268112183
map,-167.8677425980568,71.06853105453774,-2.8238219022750854
map,-168.20628935098648,70.99341203598306,-2.823172450065613
map,-168.54556852579117,70.90114976791665,-2.8258684873580933
map,-168.88127714395523,70.79124071029946,-2.828204035758972
map,-169.21202665567398,70.66396715072915,-2.827377676963806
map,-169.53525358438492,70.51790239242837,-2.822379946708679
map,-169.84961515665054,70.35420610336587,-2.816223978996277
map,-170.15526396036148,70.1745262327604,-2.815177321434021
map,-170.4500179886818,69.97734453110024,-2.8153856992721558
map,-170.73386198282242,69.76479722885415,-2.8139723539352417
map,-171.00652128458023,69.53762437729165,-2.8125537633895874
map,-171.26506620645523,69.29579545883462,-2.8124455213546753
map,-171.50469022989273,69.04109575180337,-2.8117650747299194
map,-171.73070341348648,68.77488328842446,-2.8089932203292847
map,-171.9417172074318,68.49690629867837,-2.8055542707443237
map,-172.13707548379898,68.20737077621743,-2.8058093786239624
map,-172.31584745645523,67.9074363890104,-2.8081358671188354
map,-172.47818571329117,67.59880449203774,-2.809168219566345
map,-172.62329679727554,67.2821922483854,-2.807153582572937
map,-172.7497006058693,66.95804979233071,-2.804137110710144
map,-172.85840421915054,66.62802507309243,-2.8011139631271362
map,-172.9506283402443,66.29346849350259,-2.79755437374115
map,-173.02368742227554,65.95471574692056,-2.7951287031173706
map,-173.07748991250992,65.61250688461587,-2.791967749595642
map,-173.1135464310646,65.26808549789712,-2.7847903966903687
map,-173.13036161661148,64.92204667953774,-2.7792242765426636
map,-173.12618070840836,64.57564165024087,-2.7743510007858276
map,-173.1054897904396,64.22963334945962,-2.7693995237350464
map,-173.06780058145523,63.88461686996743,-2.766104578971863
map,-173.01012235879898,63.5425796690397,-2.7613052129745483
map,-172.93347746133804,63.20460512069985,-2.756630778312683
map,-172.83936125040054,62.87192155746743,-2.7548235654830933
map,-172.7295590043068,62.5467071714811,-2.755121111869812
